,review,shop_name
2546,已经打卡了上海，日本，成都，香港希望大西安也快开一家说真心话40一杯确实有点贵咖啡均价20-35之内％确实做出了品牌效应排队的人络绎不绝,% Arabica
2547,之前在上海，香港都喝过，成都开了，一直觉得人多，就没来打卡。昨天应该是正好在午饭时间，看到前面只有三个人，就赶紧排队点单了。依然点了西班牙拿铁去冰，口感还是那么棒。价格的话，确实比一般的咖啡稍微贵一点，不过好喝也就无所谓啦。之前看网上说的每次点单后等很久，可能昨天是饭点，所以超快的，哈哈哈。不过后来人真的就开始多了，估计就会等很久。所以想打卡的，建议饭点来吧，不怎么排队。,% Arabica
2548,心仪很久很久的咖啡店，果然没有让我失望其实挺好找，在太古里往ifs不过斑马线，沿着Gucci Chloé一直走就能看到醒目的%啦，Arabica店比较大，整体装修以白色为主，简洁明亮，很适合📷，即便是夜幕降临也抵挡不了迫不及待点上一杯的冲动，八九点完全不用排队，点了最多人推荐的西班牙☕️，店员提醒我下面有炼乳需要搅拌，但是喝起来完全不会有太多甜味，主调还是咖啡➕牛奶，咖啡豆不是偏酸的，浓郁的醇香，一下子就爱上了，静静感受成都的夜，一直到快十点要打烊了才走人,% Arabica
2549,只是为了打个卡，贵，味道普通。,% Arabica
2550,充满了网红店的成都，真的是太美好了。选择了这家全球网红店打卡，来一杯咖啡提提神，门口排队但人不算太多，到处都是％的logo。咖啡没太多感觉，价格略贵，可能是等的时间长又没地方坐，所以感觉性价比一般，还是更喜欢舒适环境下和朋友慢慢享受咖啡时光的感觉。,% Arabica
2551,%  Arabica 的印象还停留在 那一年冬天 在日本京都排队买一杯热咖啡的温暖景象中/现在国内 北京 上海 成都 都开了排队是必然的情况了 但是出单率很快前面15个单子 等待10几分钟就可以取/产品无需多介绍 好就是好服务要给五颗星 点餐到取餐 都很贴心/期待重庆也能开一家呀,% Arabica
2552,ins网红咖啡店位置挺偏的，但是据说人气很高。晚上临近打烊了去，九点半的样子，已经只剩十个人左右了。不用排队环境很ins，适合拍照。咖啡味道不错，价格不贵，但是份量其实略小。不过不是来解渴的话，是完全没问题的。,% Arabica
2553,其实有点贵，一杯50元，比某爸爸贵很多，但是值得品尝。环境不错，适合拍照，据说是网红打卡圣地店里弥漫这咖啡豆的香味，上午来和了一杯西班牙冰拿铁，下午又来喝了一杯普通拿铁，瞬间路转粉，只可惜人不在成都，不能经常来品尝。,% Arabica
2554,%Arabica！第一次见这个咖啡是在三里屯太古里！比这家简陋许多！就是广场上一个快餐车！里面是卖咖啡茶的！结果不知道呀为什么成了网红店！来到成都发现太古里的也是排大队！都是很多时尚的年轻人买来喝！而且全部自拍！绝对的网红打卡！,% Arabica
2555,慢于各位网红一步去打卡%，以前其实就是觉得京都的那两家%给人感觉特别好，到成都来了反而觉得一般了，当然品牌设计是很好的，也是比较早做精品咖啡连锁化的品牌，但价格较贵，所以感觉完全不会影响成都本土咖啡市场，毕竟近几年成都好喝的本土小咖啡馆品牌太多了，而且便宜又好哈哈。,% Arabica
2556,国庆前来喝的，点的冰拿铁加燕麦奶，个人觉得比热的还要好喝哦～冰拿铁是综合豆，好像更适合我的口感，逛到太古里又来喝一杯。上次来店员也是这样介绍的，果不其然～看到点抹茶冰拿铁的也不少呢，下次又来尝尝抹茶味。这回窗户全部打开了，对着太古里的绿植和古建筑，很有感觉～,% Arabica
2557,挺小的店，位置不多，人挺多的，我和朋友等了好久才有座位。服务员们不太热情，看到当没看到的走过。口味一般，可能是我不懂咖啡，我宁愿喝星巴克的美式,% Arabica
2558,打卡网红咖啡。这家咖啡终于来了。国庆大假路过，排了不少人，不过还好，没有想象中多。大概排了二十分钟买了经典的西班牙拿铁咖啡。那天天气比较冷，又快六点了就点了杯热饮。价格真的是不便宜，买了个最大杯都好小，可能还没有星巴克的最小杯大哦。价格貌似是45，啧啧啧，确实不便宜。排了半个小时，终于拿到了，拉花拉得挺好看的，闻起来很香，喝起来奶味很重，一点不苦，不像其他咖啡苦苦的，这个真的不苦，口感非常好，特别适合不喜欢喝苦咖啡的小伙伴们。除了性价比不高排队太久之外还是不错的,% Arabica
2559,慕名而来的网红coffee 路过太古里惊喜的发现 居然不排队一定得去试试吖☕️根据大众推荐人气款 点了西班牙冰拿铁和抹茶拿铁可以选杯型 这个s杯真的是太太太mini了 总的来说 咖啡味道还不错 个人更喜欢冰拿铁但是这个价格对应口感 感觉有点小贵幸好木有排队 让我对她总体还是有好感的,% Arabica
2560,开业几个月了吧，一直没来打卡，看着开业时每天刷屏的盛况，以及过高期望下带来“普通好喝”的评价，忍到了现在，其实主要还是怕排队。国庆最后一天，趁着游客回流，返程还堵在路上的空挡，决定过来拔草。过来时候有排队，大概7、8个人左右，还好。排队没等多久，但等制作的时间有点出乎意料，在30分钟以上，还好后来找到了座位。当天豆子只有综合豆了，要了冰美式和冰拿铁，他们家特色的「西班牙咖啡(冷)」据说是有炼奶，对于咖啡不加糖口的，思考了几分钟还是放弃了。「冰拿铁」虽然天气有点凉，还是选了冰拿铁，个人觉得冰的会有加分。喝得出豆子的层次，不酸不苦很新鲜，但感觉奶味不太突出。好在提前有了心理准备，也没报太大期望。比星爸爸好喝，价格有些小贵。,% Arabica
2561,拿在手上喝到后，感觉有点小小的失望，没有想象中的惊讶。之前未开店前有太多的公众号介绍过了，我的期望值还挺高的。,% Arabica
2562,路过这边朋友推荐就说来一杯，喝的拿铁，酸味和涩味都比较弱，就是白天的时候人很多，名声在外嘛，晚上过来就好一些了。装修风格比较极简，里面有一大面镜子，很多情侣来打卡。我个人害怕失眠所以少有喝咖啡，可能是咖啡因比较淡这天晚上回去好像也没有失眠。如果不排队那么多人下次经过应该会再来一杯拿铁。,% Arabica
2563,去太古里逛，绕来绕去居然发现了这个咖啡，前几年去迪拜还没开业，这下可以打个卡了，推荐的西班牙拿铁小姐姐说比较甜，于是喝了普通拿铁，综合咖啡豆的那款，口感浓郁有明显的咖啡香味，牛奶也很顺滑，可以打85分以上啦，下次尝尝单品咖啡,% Arabica
2564,排队太久，味道并不是说太惊艳，只能说打个卡,% Arabica
2565,大火的网红咖啡，路过顺便打个卡，记得在上海看见的时候，排队太久，没有买到。从买单到喝到咖啡花了1个小时，服务员给我们说的最多等半小时，估计有错。位置太少，很多客人站着。咖啡味道还不错，但是还不值得等一个小时。,% Arabica
2566,店面装修环境不错、整体都是性冷淡风…点的燕麦奶拿铁，说实话…燕麦奶确实很像…可是咖啡真心一般…就是一杯普普通通的咖啡却要卖到五十块钱一杯、分量差不多就是星巴克grande的量，而且还没有倒满…作为普通小老百姓来说性价比不是那么的高…,% Arabica
2567,还没开业已经万众期待的%终终终于来成都了....   之前还想什么时候去上海迪斯尼的时候再去打卡，没想到这么快就开来了成都   一开业就🔥火爆得不行了 门口排满了长队    我都等着热度过一些了才去打了卡   全球极的网红咖啡馆是不一样  价格基本在40一杯起 还是小杯  比星巴克都要贵  口感的话  将就，没有很惊艳的感觉，普通美式就不建议了，味道一般般  西班牙咖啡☕️还可以 推荐    网红咖啡店当然少不了拍照，每个位置都好拍，除了人比较多，logo墙当然是必须要有的了. 推荐,% Arabica
2568,开店三天去打卡，排队没有想象人多，但是制作时间有点慢。咖啡饮品口味还算对得起这个价格,% Arabica
2569,这家店吧    国内其他地方什么味道没试过 无法比较但是和京都的 没法比如果你不是好奇心过重 就别试了40-50买一杯什么不好呢错过了凑热闹的高峰 因为朋友想试就去了排队的倒是没什么人点了经典的综合豆冰拿铁，一杯常规加鲜奶的我选了加3元换豆奶事实证明 我错了。。。用一句话形容我那杯，就是一杯苦豆奶，还是研磨豆奶。。。又浓郁又闷人。。鲜牛奶的那杯相比较是好一点但是和我在京都喝的比  依旧是打闷型最后没喝完 扔了,% Arabica
2570,【环境】在太古里一楼的一条小巷里 略偏僻 跟客从何处来和let’s seafood同个方向 旁边是一条从方所上来的电梯 白色和木色的极简设计很醒目 不过最醒目的还是永远有很多客人的队伍 店里座位不多 幸好大多数人都是买了带走【服务】点餐的小姐姐和做咖啡的小哥哥都态度不错 而且也比较专业【口味】｛西班牙拿铁-｝是他家比较有特色的一款 里面有加入炼乳 所以不会很苦 入口非常醇厚柔和,% Arabica
2571,嗯…… 就是 ，人生总是要勇于尝试嘛来都来了 真的，很一般。 平平无奇，可能是营销吧位子很少，基本属于永远没有空位的。咖啡美女的标签🏷是谁建的哈哈哈哈 我买单用的现金，都找不起。好吧，我太老派了。 成都现在咖啡店这么多 我不太看好这家热度回褪去 还会剩下什么 我们拭目以待,% Arabica
2572,打卡网红咖啡📍地址在爱马仕背后的一条街里点了一杯抹茶拿铁，价位要比星爸爸贵一些，抹茶的味道很浓郁，感觉茶粉应该不错，店面装修很网红很ins很小资哈哈体验感还不错，下次想尝试一下冰拿铁和燕麦奶，听说咖啡豆用的都是很不错的咖啡豆。,% Arabica
2573,我一个不喜欢喝咖啡的人 觉得还不错啦杯子拍照挺好看的,% Arabica
2574,火爆的%终于开到了成都，客人感觉没有上海的多，店面非常大很多座位，不像上海武康路买了只能去外面等，一等就是半小时,% Arabica
2575,专程排队真没必要 喝个稀奇吧对我来说拿铁好在不甜 就是奶味过于太重了,% Arabica
2576,【VIP有特权】上半年在香港打卡过一次% ，印象一般，冰拿铁味道很淡很淡。这次点了西班牙拿铁。热饮、一半炼乳。大杯45软妹币有点小贵呀！小杯的杯子很乖哈！入口没有店员说的那么甜，还不错，但是这个价格还是没有到很突出的感觉。服务很棒，取餐后我就端走到旁边去拍照了📷 有个妹妹追着过来给我拿了搅拌棒。,% Arabica
2577,终于在成都打卡了％咖啡 好开心 一直喜欢它的简约包装﹄排队情况：工作日5 6点左右到达 前面排了6 7个人 相较其它网红店这点真不算什么﹄味道：我们点了热普通拿铁和西班牙拿铁燕麦奶 咖啡很香 后者偏甜﹄价格：相较其它网红咖啡贵一些 每杯差不多都在40+﹄环境：有5 6桌露天位置 傍晚坐一坐 很惬意,% Arabica
2578,也就只是网红咖啡而已，装修和宣传很到位，慕名而来，味道太失望，50元的西班牙拿铁还不如星巴克的一半好喝,% Arabica
2579,来到太古里偶遇网红咖啡店必须来拔草，口感香醇，点了四杯拿铁，大杯40，价格略贵，拍拍照也是不错的，期待尽快入驻西安～,% Arabica
2580,十一期间去的，排队等了大概半个小时吧，要了一杯冰拿铁燕麦奶，一杯冰拿铁。一共100块，有点小贵。味道我有点喝不来，冰拿铁一点甜味没有，冰拿铁燕麦奶有点甜丝丝的，还挺好喝。没喝出来有啥特别之处，尝个新鲜,% Arabica
2581,Aribica的咖啡完全比不上mental hands最近发现星巴克的麦芽雪冷萃超级棒每个月只希望大姨妈最好别来看我阻碍我喝各种好喝的冰咖啡今天的ootd就是我的“最”爱之一  太喜欢各种西装外套啦！！！👩🏻‍💻👩🏻‍💼👩🏻‍⚖️ ​,% Arabica
2582,买的美式单豆，回口偏酸，但没有喝出特别之处，整个店网红而又洋气，但口感我觉得确实一般，性价比，一般！,% Arabica
2583,一个闪回 在成都太古里刷了%心满意足😋,% Arabica
2584,点了抹茶拿铁和热拿铁，抹茶味很浓，位置在太古里很好找，排队没有想象中辣么久,% Arabica
2585,网红 不多点评 价格偏贵 味道跟价格不符 不会回购,% Arabica
2586,奶盖很绵密，但是性价比不是很高，排了很久的队,% Arabica
2587,在香港喝过之后念念不忘成都终于开业了 店很大 人超多不过口感没有在香港喝的那么棒店内设备跟贩卖的周边蛮齐全的喜欢都可以下手推荐冰拿铁  其他的还没尝过地方有点不好翻 找到客从何处来就往里走就行了还是可以推荐喝着试试看,% Arabica
2588,之前来人太多了 没有喝成 这次总算喝到了网红咖啡了 朋友说 比星巴克好喝,% Arabica
2589,闻名已久的咖啡，一定要来打卡。点了一杯冰拿铁。入口就满满的香味，咖啡豆真的很香。个人很喜欢。这次喝的综合豆。下次试试单品豆。,% Arabica
2590,朋友一直想去打卡这家网红咖啡店，其实我也是晚上七点过去的，还排起长队，人气还是可以的，在卡地亚的对面，爱马仕的背后，不显眼的位置，店标志好像也没有看到，但也不影响它店面的品质，装修是我挺喜欢的风格。「冰拿铁」拿铁味道很香醇，入口的感觉很不错，挺喜欢的，很棒。就是价格有点太贵了居然忘了照照片！尴尬！,% Arabica
2591,太古里新来的%阿拉比卡，说老实话找了好久才找到，今天来打卡。哈哈。这家店之前的推广貌似做的有点过，来了之后发现店面真的好小啊，店铺显得很“瘦长”。室内座位非常少，过道也显得很窄，仅能容纳一人排队那么宽，过个路都显得拥挤。不过室外倒是有不少座位。店铺装修显得非常精简，但不失细节。不管是头顶用来装咖啡生豆的麻布袋，纸袋装的散装烘焙咖啡，还是内吧台上面的各式各样手冲壶、chemex壶，真心的非常养眼。而且除了咖啡，还有些周边可供售卖。「西班牙咖啡(冷)」买了一冷一热。一直不清楚为什么叫西班牙拿铁。后来才知道就是拿铁加炼乳。虽说是拿铁咖啡，而且加了炼乳，但是还是能从咖啡中感受到浓浓的豆香，烘焙恰到好处，能够感受到清新的烘焙甜感，轻微的水果酸度。非常可口。不知道能不能喝到单品豆，希望有机会可以再去试试。少一星主要原因就是等得实在太久了，从开始排队点单，到取到饮品，总共接近半小时，就那么7、8个客人，嗯嗯～～～,% Arabica
2592,点的冰拿铁 个人感觉还不错 很多时髦的妹子店里街拍  相对于口味 价格略高,% Arabica
2593,总体四星吧。1.口味，新晋的网红咖啡，口味确实没得说，挺不错的，本人比较喜欢酸的豆子，所以点的单品豆拿铁，很香很醇厚带点淡淡酸味。综合豆是深度烘焙，比较偏浓，西班牙拿铁有炼乳，偏甜。2.环境，在太古里西里的尽头，装修风格非常棒，橘黄色氛围灯特别出挑，店面不大，但是有块超大的镜子，显得很宽敞3.性价比，比较贵，均价都是40,% Arabica
2594,终于有机会来打卡这家超人气咖啡店了！！！国庆节人也不是特别多，和隔壁喜茶比起来就是小巫见大巫喝的是西班牙拿铁，作为一个咖啡小白，只喝过星巴克和瑞幸的人来说，这个味道真的很一般吧，没觉得有特别惊艳的感觉也。,% Arabica
2595,太多人排队了 点了三款：拿铁燕麦拿铁抹茶拿铁都是要的冰的 眼看排到我了 店员告诉我 冰杯盖没得了 ？？？我遇得到哦 没得盖的外带杯咖啡 没的灵魂 只有「燕麦拿铁」好喝拿铁喝的热的 都非常一般「抹茶拿铁」只是很好看,% Arabica
2596,%嘴上说不去，身体还是很诚实排队不算多，等待也不算长，可能半小时左右。店里店外都有很多人，所以点了就去其他地方了。逛饿了，找了家餐厅吃饭，刚坐下，想起点了咖啡没取，朋友又屁颠屁颠的去取，或许是让它等太久，影响了口感，所以喝起来也普通，哈哈哈哈哈。,% Arabica
2597,种草了很久，不过期望值太高，让我有些失望，除了排队是我意料之中的事情，对于咖啡我除了星巴克经常喝，喝习惯了吧，要不就是自己磨的，其他的感觉都不咋的，不过因为那个百分号我是会给好评的，不是这个符号估计我也不会去。,% Arabica
2598,【VIP有特权】                                                                 滴……二次顾客卡！首先不得说咖啡很棒，其次就是人真的特别多，店员很多个，然鹅出品速度真的很慢，跟在日本，HG感受完全两个体验感受，前后大概7.8个人等了差不多一个小时！阔能前面还有些点了没做出的。大概CD这座城市真的灰常人多，喜欢喝咖啡的朋友，不多说都知道他们家咖啡还不错。「抹茶拿铁」[环境]环境基本都一个样，[服务]当然说实话他们家服务真心没有星巴克好！地址……就在爱马仕后面，一条街进去都是喝东西的！,% Arabica
2599,西南地区第一家百分百阿拉比卡也是我所喝到的第一杯，网红店一如既往的保持着高人气，哪怕当时接近35°的气温，也排着长队，好在店家的出品效率极高，大概十几分钟就到我，不得不说的就是拉花真的很好看哦，不巧的是一行四人点的都是冰咖啡，只好在一旁偷偷观看拉花，话说回来咖啡还是很不错，默认是一支拼配豆，很浓郁的焦糖巧克力，在如此高效的出品下还能保正咖啡好喝，应该大部分连锁都不能企及吧！还有这个周边真的好好看啊！一家店铺之所以强大到如此 应当是展现的面面俱到吧！,% Arabica
2600,就真心觉得比较一般吧。前段时间下午路过想试试，排好长的队，看这么多人就走了。后来某天晚上又路过又去看了看不排队才买的，纯粹就是凑个热闹而已。小哥哥也认真推荐，不过个人觉得性价比不高，很多成都咖啡厅的水平都超越了这一家。噱头比较大吧。,% Arabica
2601,「西班牙咖啡（豆奶底）」西班牙咖啡换了豆奶底 一级棒！！建议仙女们尝尝,% Arabica
2602,味道也就拿样。排对，成都人民都是一窝蜂,% Arabica
2603,老早就听说了%咖啡，正巧来成都碰上了！晚上9点，排队人不多，等了一刻钟就拿到了，服务态度也超好。根据店员推荐点了冰拿铁和西班牙咖啡。比星爸爸贵一点，但是味道真心好！冰拿铁恰到好处适口不苦涩，香味十足，老公超爱！西班牙咖啡个人觉得甜度刚好不腻，适合我这种需要一点甜味但不喜欢糖浆味太浓的人。整体的调性也是简约随性风格，很喜欢。我看还有很多人点了抹茶拿铁，下次有机会再试试其他饮品。,% Arabica
2604,个人觉得一般！价格不便宜！但是没有什么特别的感觉。性价比一般。土包子认为真没有必要排队。网红的东西越来越多，仁者见仁。我点的冰的咖啡☕️。没喝出啥独特风格。这个价格真心不具备性价比,% Arabica
2605,虽然个人不太喜欢这家的口味，但是架不住没喝过的朋友们都要来打次卡啊9月10月前后来了5次了，都是陪朋友们来的，基本上每个朋友都是点的西班牙拿铁，而我还是照例原味拿铁，只是从热的变成去冰的冷饮 大家对西班牙拿铁的评价整体还是不错的，看来招牌确实是招牌吧，对比冷热饮的拿铁，去冰的“冰”拿铁口感显然比热拿铁好喝，咖啡的味道会更突出和浓郁，以后再来的话就喝这个啦,% Arabica
2606,心心念的%，还被姐姐嘲笑到成都竟然想喝这家咖啡。以为过节会很排队，其实还好，点单很快，咖啡做好可能等了将近半小时。点的冰美式和拿铁，本来想喝看奶泡和拍拉花，结果忘了说要热的，默认做了冰拿铁。点单的店员推荐的综合豆，单品豆美式会偏酸。牛奶用的明治。除了价格略贵，其他的真没毛病。真的好喜欢店面的风格！下次来喝西班牙咖啡！,% Arabica
2607,趁着十一长假最后一天太古里人不多就去体验了一下网红店～点单排队等了4、5个人，但是等做做咖啡等了20多分钟吧～我点的单品豆的美式，对于我来说过于酸了～朋友点的燕麦奶拿铁，悄悄尝了一口是跟醇厚的感觉～,% Arabica
2608,火的莫名其妙的一家网红店，一杯咖啡四五十块钱，座位也很拥挤，排队也很久，还不如去喝星巴克。点的冰的西班牙拿铁（50块钱），拿铁+炼乳，炼乳的味道挺淡的，味道还可以吧，不过并不值得在雨中等待的那半个小时。,% Arabica
2609,说了很久终于打卡成功！工作日白天肯定要排队的咖啡店，这次是晚上逛完街一时兴起说要来打卡，可能是因为有点晚了没有排队直接就可以点单。试了冰拿铁和西班牙冰拿铁，左边颜色浅一点的就是西班牙冰拿铁，奶味要浓郁一些，咖啡味相比拿铁要淡很多，冰拿铁感觉就是日常口感。,% Arabica
2610,又一家排队的网红咖啡店，排队人比较多，基本去的时候都是半小时取餐。来过两次，说实话，味道还挺不错的，咖啡香浓，味道苦度酸度适中，奶泡非常细腻，第一次来必须先点一杯拿铁。总的来说：在太古里逛逛街，来一杯，是非常不错的选择。,% Arabica
2611,被闺蜜安利的网红咖啡，店铺很小，里三圈外三圈排了一个小时才到手。点了综合豆和咖啡豆拿铁，实在是牛奶味道太喧宾夺主，豆味淡到差点品尝不出味道……有条件还是自己买豆子磨吧，这个店真的不算OK……,% Arabica
2612,又来打卡啦，还是不变的西班牙拿铁，口感真的不要太好！除了太贵人多其他真的没毛病,% Arabica
2613,打卡網紅咖啡成功！！！工作日的下午啊！成都人民真有空的哇！還是要排很久的啊！神奇！看了別人的點評才知道這裡有多網紅！可以選綜合豆還是單一豆厲害了！價格也不便宜呢～環境不錯呦～排了很久終於喝到 安靜的待一會 味道還是不錯的 拋開排隊可以再來,% Arabica
2614,虽然是网红店，但味道是我很喜欢的那种感觉，不过它家的量确实有点少，价格也算偏高那种。,% Arabica
2615,这家店刚开业的时候就很火，但是每次都要排队，这次国庆节和朋友来尝一尝，大概排了十多分钟，点单之后等了不到半个小时就拿到了，但是点单竟然只有一位，所以这个效率实在是很低。店里面有一面很长的镜子很好地延伸了空间，但是毕竟是假的，位置有一点太少了。后来我们三位朋友换位置的时候服务员来收了上一桌的东西，当时我就把咖啡放到了桌上，没想到当我一抬头发现我的咖啡不见了，后来小姐姐发现她把我的咖啡收走了，马上又给我重新做了一杯，新做出来的咖啡很快，而且口感要好很多，所以建议大家拿到咖啡之后，尽快喝完。关于口感方面，我认为很一般，比不上很多成都的独立咖啡店的味道，性价比也真的不高，所以来尝一尝鲜即可。等到这个店的热度过去了，可能就不会再大排长队了吧。,% Arabica
2616,%%%%☕️☕️网上对于%咖啡都是好撇参半的，到底怎么样还是想去体验一下。做好了排队的准备，现场的人并不多，不知道是位置不太好的原因，还是性价比不高。点了西班牙拿铁，咖啡拿铁。西班牙拿铁比较香醇，稍有甜味，但冰的比热的好喝；咖啡拿铁就很一般了。都点的中杯，量比较偏少，价格稍高。40，50一杯的咖啡性价比确实有点低。偶尔喝一杯还是可以。,% Arabica
2617,✨环境环境很ins风～毕竟是网红咖啡馆～很适合拍照 虽然价格比星巴克高 但味道确实更香醇些✨热拿铁咖啡 单种个人觉得可能冰拿铁(综合豆)更好喝 颜值也很高 单种豆有点酸酸涩涩 但朋友说这款还是挺好喝的✨热西班牙拿铁这个好喝！很香～奶和咖啡比例很适合！我觉得比拿铁好喝 不接受反驳哈哈哈,% Arabica
2618,Arabica% 在迪拜喝过两次，一次西班牙拿铁，一次抹茶拿铁，口感非常好。上海喝过一次美式。太古里这家没开多久，但每天排队的人是络绎不绝，当然也没那么夸张，☕️。环境太简单，里面没几个位置，夏天会很晒，开放式的。口感个人觉得不如迪拜，也不知道为什么。感觉略水，不晓得是不是技术问题。,% Arabica
2619,网红店，之前在ins上爆火，都已经到专门打卡的程度。之前去日本，在京都没有专门排队，主要因为我是咖啡不耐受星人，喝了心跳很快，并且晚上睡不着。但他开在成都了，之前很早就说太古里打围了这家店。还蛮期待的，想着试试看。早上11点过到的，排了十多个人吧。点了不会出错的西班牙拿铁，可能是网上吹爆，导致期待太高，感觉很一般啊。可能我对咖啡的细节没研究，就单纯以惊艳度来说。基本谈不上服务，拿了咖啡都是自己找位子坐，或者直接带走。店里装修也没什么特别，有个朋友说像厕所，哈哈哈哈哈 XSWL~,% Arabica
2620,来了成都很多次了，终于打卡喝到了%，怎么说呢，味道很浓很醇香，两杯人民币100多吧，一般情况下需要排队的，排队我去那天时间不是很长，店员还是比较耐心亲切的，可选择的品种不是很多，基本的咖啡形式都有，拍照真的很适合哈哈～,% Arabica
2621,之前一直听说世界网红咖啡  今天来探店 位置比较偏的 到了人还不是很多 点餐小哥哥服务很好 告知点餐后要等40分钟 点了他们招牌冰拿铁 西班牙拿铁 牛奶换成豆奶燕麦 但等待后喝到他们咖啡 不行的 没有咖啡味道很腻 实在觉得45一小杯☕️不值得 感觉口感都不行 网红把 只能打卡一次的店 还是喜欢瑞幸 实在,% Arabica
2622,被朋友硬拉过来探店的网红咖啡店，国庆期间来的，自然点单是要做好排队准备的。差不多排个15分钟左右，就可以点到了，当然饮品制作也需要一点时间，差不多也要15分钟。点了招牌的冰拿铁，一杯换成了燕麦奶。我本来也喝不出啥差别，但这个拿铁还真的不错，感觉不到苦涩，但又有一种咖啡豆特殊的香味。还是值得一试的！,% Arabica
2623,就跟普通的咖啡一个味道 排队的人很多 找了排队少一点的时间过来 坐的环境不好 而且价格比一般的咖啡贵 座位上脏了也没人收拾  这种网红咖啡要想真正长期火下去 需要改进的地方还很多 价格偏贵 环境一般 服务人员太少了 反正不是很推荐,% Arabica
2624,网红咖啡 今天终于来打卡 晚上人还是挺多了 大晚上来喝咖啡的我 真是怕网上睡不着觉 朋友推荐了西班牙拿铁，加的燕麦奶 要了一杯冰的一杯热的，冰的比热的贵五块，热的上面还有爱心拉花，冰的没有。味道挺浓郁的，口感还不错，不过自己也不是专业人士，品不太出来咖啡的差别。自己比较喜欢偏甜的咖啡，这个对我来说都还不够甜。价格有点贵，五十多一杯，比星爸爸贵了不少，不过拍照还是很好看的。,% Arabica
2625,现在成都最火的网红咖啡，排队人多到爆炸，和朋友约到来打卡。之前在日本京都的时候，就住在这家咖啡店旁边十米的民宿，就体验过了，冰拿铁热拿铁都不错。这次在成都选了朋友推荐的混合豆冰拿铁，是用明治的鲜牛奶冲了，口感很不错，奶味也很浓郁，下次想试一下抹茶拿铁,% Arabica
2626,超级网红的咖啡店，太古里的侧面，客从何处来继续往里走，店面不大，生意超好，需要排队，点了招牌的西班牙冰拿铁，明治牛奶味道不算浓厚，加了炼乳，多了一丝香甜，咖啡算是很香的那种，值得来打卡，排队点单可能二十分钟，等咖啡可能也是差不多二十分钟。,% Arabica
2627,踩点网红店。国庆假期来的，人好多，排队排了大半个小时。价格稍微偏贵，但是刚好遇上了买一送一，50块钱就能买到两杯了。「冰拿铁」不会太甜，我挺喜欢的。,% Arabica
2628,比星爸爸好喝。。但是总体真的很一般。。。可能期望值太高。所以有点小失望。,% Arabica
2629,本来满心欢喜的过来打卡世界顶级咖啡的，排队的人虽然很多，但是没有喜茶那些那么夸张，排队大概20分钟就可以付款，但是，要等40分钟左右，才能拿到，里面外面都有座位，但是不多，服务的话，收银的小伙子态度很好，还会推荐，也很耐心细心，但是，在出餐区的，就不行了，首先，我们点都是冰拿铁，但是有一杯是加豆奶，两杯是燕麦，一杯是牛奶，结果去拿的时候…店员自己都不知道哪杯是哪杯……标签都没得一个……真的醉了……难道要我们自己然后发现拿错了，然后再换吗……而且味道，说实话，可能是我欣赏不来吧，真的不得行，燕麦的超级腻……然后豆浆的豆浆为过于浓，只有牛奶的冰拿铁还将就，，，总之不值45……不建议拔草,% Arabica
2630,对于咖啡一直没有太多好感，去星巴克大多数时候都是喝当季饮品或者星冰乐，抹茶拿铁。对于咖啡也没有特别深刻的认知，就是感觉当下人们爱喝而已，我更喜欢河边喝一杯菊花啊、柠檬啊、苦荞，去过的茶铺一定多于咖啡店论不出来咖啡专业性具体怎样，点了两杯网评不错的冰西班牙拿铁☕️和冰抹茶🍵拿铁☕️，仿佛记得有人说入门级首选，哎，我真的万分感叹啊。先说冰西班牙拿铁☕️哇，甜的吃的多，突如其来的苦，我扶不住啊，尝试一口后，赶紧还给老公。老公说冰的喝到后面完全又没有味道，就是冰的味道，甚少喝咖啡的我们感觉好崩溃的哦我自己的抹茶🍵拿铁☕️，我大部分时候还是会比较喜欢抹茶味道的，但是这个抹茶拿铁，真的如果它20元或者30元，我喝不完就准备丢了，但是55元一杯，丢了又有点感觉浪费，而且太古里的垃圾桶🚮感觉也不能承担这个比较麻烦的垃圾。硬是喝了1个多小时才把它喝完环境也是我不能接受的，估计大家都感觉高大上的形象吧，但是因为顾客太多，台面真的不干净有残留物，还需要自己动手收拾。今天去的时间还算刚好，大概13:30左右不太排队，前面5个人左右，结账后等了5分钟左右就拿到了，卖完后感觉就开始排10人➕了。上次就是看到排了50人➕都不敢尝试。,% Arabica
2631,难喝 ，包装廉价，不值这个价格，买了4杯那杯是豆奶，那杯是燕麦都分不清，标签都没有一个。踩雷,% Arabica
2632,这颗一星我都不想给的，号称顶级咖啡，拍了半个小时等了40分钟，结果那味道像是自家豆浆机榨出来的豆浆兑水，喝完一口腻歪歪。并不是很清楚五星的评价是怎么得来的 可能是我不懂这个所谓“顶级”吧…或许也是对顶级期望太高？真的别轻易尝试…真的是应了那句：食之无味弃之可惜！,% Arabica
2633,之前在网上被种草的一家咖啡店，在太古里开了一家，就和姊妹🔥来了，店铺不大，但有很多小姐姐打卡，店内适合拍照。咖啡本身的话，感觉没有🌟爸爸香，延伸性产品也感觉没有🌟爸爸好看。但是整个店总体不错，装修风格简约时尚，是可以去打卡的一家咖啡店哟,% Arabica
